LRP_No,Road_Chainage,LRP_Type,Description,Latitude_Decimal,Longitude_Decimal,Road
LRP054b,52.145,Culvert,Box culvert,22.6277771,92.1130833,N106
LRP054c,52.272,Culvert,Box culvert,22.6287216,92.1128056,N106
LRP054d,52.361,Culvert,Box culvert,22.6294993,92.1128056,N106
LRP054e,52.63,Culvert,Box Culvert`,22.6314438,92.1136667,N106
LRP055,52.754,Km Post,Information missing,22.6320549,92.1146389,N106
LRP055a,53.511,Culvert,Box culvert,22.6378608,92.1161944,N106
LRP055b,53.7,Culvert,Pipe Culvert,22.6378608,92.1161944,N106
LRP056,53.71,Km Post,Rangamati 14 km,22.6393608,92.1153056,N106
LRP056a,54.41,Culvert,Box culvert,22.6400552,92.1198604,N106
LRP057,54.77,Km Post,Rangamati 13 km,22.6411663,92.1224716,N106
LRP057a,54.787,Culvert,Box culvert,22.6412497,92.1224993,N106
LRP058,55.809,Km Post,Rangamati 12 km,22.6446108,92.1289716,N106
LRP059,56.737,Km Post,"Rangamati 11 km, Manikchan 1 km",22.6461941,92.1339441,N106
LRP059a,57.056,Bridge,Bridge start,22.6474163,92.1364163,N106
LRP059b,57.142,Bridge,Bridge end,22.6480552,92.136833,N106
LRP059c,57.303,"Side Road, Left","R162, Road to Khagrachari",22.6488886,92.1379997,N106
LRP060,57.779,Km Post,"Rangamati 10 km,Manikchhari  0 km",22.6510833,92.1412497,N106
LRP061,58.779,Km Post,Km post missing,22.654,92.1470274,N106
LRP062,59.605,Km Post,Rangamati 8 km,22.6584167,92.1513611,N106
LRP063,60.615,Km Post,Rangamati 7 km,22.6631389,92.1578889,N106
LRP064,61.615,Km Post,Km post missing,22.6612778,92.1665833,N106
LRP065,62.615,Km Post,Km post missing,22.6574444,92.1738604,N106
LRP066,63.625,Km Post,Rangamati 4 km,22.6522778,92.1796382,N106
LRP067,64.625,Km Post,Km post missing,22.647083,92.1852219,N106
LRP068,65.525,Km Post,Rangamati 2 km,22.6463052,92.1926663,N106
LRP069,66.425,Km Post,Police Comissionar Bunglow 1 km,22.6454441,92.1974163,N106
LRPE,66.85,Others,The road ends Infront of DC Bunglow,22.6485274,92.2018333,N106
LRPS,0,Others,Road Start from N1 at Katchpur,23.7059167,90.5214438,N2
LRPS,0,Others,Road Start from N1 at Katchpur,23.7059167,90.5214438,N2
LRPS,0,Others,Road Start from N1 at Katchpur,23.7059167,90.5214438,N2
LRP001,0.166,Km Post,Sylhet 230 km,23.7068889,90.5204716,N2
LRP002,1.166,Km Post,Sylhet 229 km,23.7151389,90.5168327,N2
LRP002a,1.536,Bridge,Bridge start,23.7182771,90.5156944,N2
LRP002b,1.576,Bridge,Bridge end,23.7186104,90.5155556,N2
LRP003,2.166,Km Post,Km post missing,23.723666,90.5136667,N2
LRP003a,2.313,"Side Road, Left",Road to Demra (R201),23.7249438,90.5134167,N2
LRP004,3.176,Km Post,Information missing,23.7310549,90.5187493,N2
LRP005,4.176,Km Post,Sylhet 226 km,23.7386663,90.523916,N2
LRP006,5.176,Km Post,Km post broken,23.7431108,90.5322493,N2
LRP006a,6.076,Cross Road,"Z1090 Left to Keyatpara,Right to Mahajanpur.",23.7466386,90.5402774,N2
LRP007,6.186,Km Post,Km post broken,23.7471941,90.5410552,N2
LRP008,7.186,Km Post,Sylhet 223 km,23.7551111,90.5453608,N2
LRP009,8.186,Km Post,Km post missing,23.7630278,90.5503889,N2
LRP010,9.186,Km Post,Km post broken,23.769666,90.5566389,N2
LRP011,10.196,Km Post,Km post broken,23.7774716,90.5616667,N2
LRP011a,11.111,"Side Road, Left",R202 to Rupganj,23.7848052,90.5650556,N2
LRP012,11.196,Km Post,Km post missing,23.7849719,90.5660278,N2
LRP012a,11.464,Cross Road,Intersection with N105,23.785333,90.5685549,N2
LRP012b,11.476,Bridge,Bridge start,23.7853886,90.5688882,N2
LRP012c,11.517,Bridge,Bridge end,23.7853886,90.5691104,N2
LRP012d,11.977,"Side Road, Right",R203 to Ramchandri,23.7856663,90.5705827,N2
LRP012e,12.191,Culvert,Box culvert,23.7891108,90.5741104,N2
LRP013,12.211,Km Post,Km post broken,23.7892497,90.5742771,N2
LRP014,13.211,Km Post,Km post missing,23.7966941,90.5798049,N2
LRP014a,13.373,Culvert,Box culvert,23.7977219,90.5808882,N2
LRP015,14.211,Km Post,Km post missing,23.8035833,90.5860552,N2
LRP015a,14.343,Culvert,Box culvert,23.8044167,90.5869163,N2
LRP016,15.211,Km Post,Sylhet 215 km,23.8108333,90.5919163,N2
LRP016a,15.678,Culvert,Box culvert,23.8141389,90.5946941,N2
LRP016b,16.189,Bridge,Bridge start,23.8175827,90.5980274,N2
LRP016c,16.211,Bridge,Bridge end,23.8177493,90.5982219,N2
LRP017,16.219,Km Post,Km post missing,23.8180549,90.5985274,N2
LRP017a,17.133,Culvert,Box culvert,23.8240271,90.6041389,N2
LRP018,17.211,Km Post,Sylhet 213 km,23.8246104,90.6045,N2
LRP018a,17.965,Culvert,Box culvert,23.829666,90.6093056,N2
LRP019,18.211,Km Post,Km post missing,23.8313049,90.611,N2
LRP019a,18.66,Others,Start of Narsingdi road Division,23.8342497,90.6139444,N2
LRP019a,18.66,Others,Start of Narsingdi road Division,23.8342497,90.6139444,N2
LRP019b,18.948,Culvert,Box Culvert,25.8362219,90.6158056,N2
LRP020,19.221,Km Post,Sylhet 211 km,23.8380552,90.6176104,N2
LRP020a,19.896,Culvert,Box culvert,23.8420274,90.6225549,N2
LRP021,20.221,Km Post,Sylhet 210 km,22.8439163,90.6249993,N2
LRP021a,20.509,Culvert,Box culvert,23.8455274,90.6272216,N2
LRP021b,21.171,Culvert,Box culvert,23.8498608,90.6315827,N2
LRP022,21.221,Km Post,Sylhet 209 km,23.8501944,90.6318604,N2
LRP022a,22.147,Culvert,Box culvert,23.8552222,90.6386941,N2
LRP023,22.226,Km Post,Sylhet 208 km,23.8554444,90.6394997,N2
LRP024,23.226,Km Post,Sylhet 207 km,23.8554722,90.6491663,N2
LRP024a,23.548,Culvert,Box culvert,23.8551389,90.6522778,N2
LRP024b,24.194,Culvert,Box culvert,23.8548333,90.6585556,N2
LRP025,24.226,Km Post,Sylhet 206 km,23.8548056,90.6589167,N2
LRP025a,24.695,Culvert,Box culvert,23.8544722,90.6635,N2
LRP025b,25.094,Culvert,Box culvert,23.8539167,90.6673049,N2
LRP026,25.236,Km Post,Sylhet 205 km,23.8536111,90.6686938,N2
LRP027,26.226,Km Post,Km post broken,23.8587778,90.672666,N2
LRP028,27.226,Km Post,Km post missing,23.8668882,90.6685271,N2
LRP028a,27.356,"Side Road, Left",Road to Shakerchar (Z2038),23.8679993,90.668166,N2
LRP029,28.226,Km Post,Sylhet 202 km,23.8757771,90.6667493,N2
LRP029a,28.413,Culvert,Box culvert,23.8774438,90.6666389,N2
LRP029b,28.916,Culvert,Box culvert,23.8818882,90.6665556,N2
LRP030,29.226,Km Post,Sylhet 201 km,23.8846108,90.6658056,N2
LRP030a,29.316,Culvert,Box culvert,23.8853608,90.6655278,N2
LRP030b,30.225,"Side Road, Left","R301 to Ghorashal, Z2047 to Ghorashal",23.8934163,90.6644167,N2
LRP031,30.226,Km Post,Sylhet 200 km,23.8934163,90.6644167,N2
LRP031a,30.476,Bridge,Bridge start,23.8936386,90.6667771,N2
LRP031b,30.51,Bridge,Bridge end,23.8936663,90.6670827,N2
LRP031c,30.993,Culvert,Box culvert,23.8943052,90.6717771,N2
LRP032,31.226,Km Post,Km post missing,23.8950274,90.6740271,N2
LRP032a,31.236,Culvert,Box culvert,23.8950552,90.6740827,N2
LRP033,32.256,Km Post,Sylhet 198 km,23.8994163,90.6825549,N2
LRP033a,32.921,Culvert,Box culvert,23.9048611,90.6851386,N2
LRP034,33.256,Km Post,Km post missing,23.9076667,90.6864719,N2
LRP034a,33.536,"Side Road, Right",R210 to Narsingdi,23.9099444,90.6875552,N2
LRP034b,33.944,Culvert,Box culvert,23.9131389,90.6894163,N2
LRP035,34.266,Km Post,Sylhet 196 km,23.9154167,90.6913886,N2
LRP035a,34.691,Culvert,Box culvert,23.9183882,90.6939719,N2
LRP035b,35.165,Culvert,Box culvert,23.921666,90.6968886,N2
LRP036,35.266,Km Post,Km post broken,23.9224716,90.6975552,N2
LRP036a,35.511,Culvert,Box culvert,23.924166,90.699083,N2
LRP037,36.266,Km Post,Km post missing,23.922666,90.7036389,N2
LRP037a,36.43,Bridge,Bridge start,23.9307216,90.7045833,N2
LRP037b,36.458,Bridge,Bridge end,23.930916,90.70475,N2
LRP038,37.266,Km Post,Km post missing,23.9367219,90.7098056,N2
LRP038a,37.529,Bridge,Bridge start,23.9390552,90.7100278,N2
LRP038b,37.593,Bridge,Bridge end,23.9396386,90.71,N2
LRP038c,37.942,Culvert,Box culvert,23.9427774,90.7099444,N2
LRP039,38.266,Km Post,Sylhet 192 km,23.9454441,90.71075,N2
LRP039a,38.287,Culvert,Box culvert,23.9456108,90.7108333,N2
LRP039b,39.181,Culvert,Box culvert,23.9527778,90.4314716,N2
LRP040,39.266,Km Post,Sylhet 191 km,23.9536111,90.71525,N2
LRP040a,39.519,Culvert,Box culvert,23.9556111,90.7163333,N2
LRP040b,40.044,Culvert,Box culvert,23.9598056,90.7019722,N2
LRP041,40.266,Km Post,Km post missing,23.9615833,90.7196382,N2
LRP041a,40.496,Culvert,Box culvert,23.9634167,90.7206382,N2
LRP041b,40.754,Culvert,Box culvert,23.9654722,90.7217771,N2
LRP042,41.266,Km Post,Sylhet 189 km,23.9695549,90.7242216,N2
LRP042a,41.306,Culvert,Box culvert,26.9698327,90.724416,N2
LRP042b,41.669,Culvert,Box culvert,23.9723882,90.7265827,N2
LRP042c,42.096,Culvert,Box culvert,23.9753882,90.7291104,N2
LRP043,42.266,Km Post,Km post missing,23.9766382,90.730166,N2
LRP043a,42.449,Culvert,Box culvert,23.977916,90.7312771,N2
LRP043b,43.097,"Side Road, Left","R310 to Gazipur ,R211 to Shibpur",23.9802216,90.7333886,N2
LRP043c,43.256,Culvert,Box culvert,23.9803882,90.7347774,N2
LRP044,43.286,Km Post,Sylhet 187 km,23.981416,90.7381941,N2
LRP044a,43.446,Culvert,Box culvert,23.9818604,90.7396663,N2
LRP044b,43.747,Cross Road,Z2033,23.9827771,90.7424441,N2
LRP044c,44.199,Culvert,Box culvert,23.9853886,90.7457774,N2
LRP045,44.286,Km Post,Sylhet 186 km,23.9859441,90.7463886,N2
LRP045a,44.616,Culvert,Box culvert,23.9880274,90.7487219,N2
LRP046,45.286,Km Post,Sylhet 185 km,23.9911941,90.7543611,N2
LRP046a,45.844,Bridge,Bridge start,23.9936941,90.7590833,N2
LRP046b,45.949,Bridge,Bridge end,23.9941941,90.7599722,N2
LRP046c,46.256,Culvert,Box culvert,23.995583,90.7625,N2
LRP047,46.296,Km Post,Sylhet 184 km,23.9957497,90.7628333,N2
LRP047a,46.436,Culvert,Box culvert,23.9963886,90.7640278,N2
LRP047b,46.693,Culvert,Box culvert,23.9975274,90.7661944,N2
LRP048,47.301,Km Post,Sylhet 183 km,24.0002222,90.7713882,N2
LRP048a,47.311,Culvert,Box culvert,24.0002222,90.7714716,N2
LRP048b,48.196,Culvert,Box culvert,24.00275,90.7797216,N2
LRP049,48.301,Km Post,Sylhet 182 km,24.0030278,90.7806938,N2
LRP049a,49.27,Culvert,Box culvert,24.0066944,90.7891941,N2
LRP050,49.321,Km Post,Information missing,24.0069722,90.7896108,N2
LRP050a,49.689,Culvert,Box culvert,24.0089167,90.7924719,N2
LRP051,50.421,Km Post,Sylhet 180 km,24.0127778,90.7983052,N2
LRP051a,51.173,Culvert,Box culvert,24.0167493,90.8042778,N2
LRP052,51.321,Km Post,Sylhet 179 km,24.0174993,90.8054167,N2
LRP052a,51.921,Culvert,Box culvert,24.0205549,90.81025,N2
LRP053,52.321,Km Post,Sylhet 178 km,24.0226104,90.8135,N2
LRP053a,53.034,Culvert,Box culvert,24.0262493,90.8192216,N2
LRP054,53.326,Km Post,Sylhet 177 km,24.0277771,90.8215827,N2
LRP054a,53.507,Culvert,Box culvert,24.0288327,90.8232493,N2
LRP054b,54.298,Culvert,Box culvert,24.0326382,90.8294716,N2
LRP055,54.326,Km Post,Sylhet 176 km,24.0328049,90.8297493,N2
LRP055a,54.606,"Side Road, Left",Road to Belobo(Z2042),24.0341386,90.8320827,N2
LRP055b,55.054,Culvert,Box culvert,24.0364719,90.8356663,N2
LRP056,55.326,Km Post,Sylhet 175 km,24.0378052,90.8378886,N2
LRP056a,55.486,Culvert,Box cuylvert,24.0386108,90.8391941,N2
LRP056b,55.904,Bridge,Bridge start,24.040083,90.8429163,N2
LRP056c,55.922,Bridge,Bridge end,24.0401386,90.8431108,N2
LRP057,56.326,Km Post,Km post missing,24.0411386,90.8473886,N2
LRP057a,56.497,Culvert,Box culvert,24.0414441,90.848583,N2
LRP057b,56.653,Culvert,Box culvert,24.0418052,90.8501389,N2
LRP057c,57.044,Culvert,Box culvert,24.042583,90.8538333,N2
LRP058,57.326,Km Post,Sylhet 173 km,24.0431941,90.8565278,N2
LRP058a,58.035,Bridge,Bridge start,24.0469163,90.8621389,N2
LRP058b,58.192,Bridge,Bridge end,24.0477497,90.8633056,N2
LRP058c,58.301,Bridge,Bridge start,24.0484163,90.8641111,N2
LRP058d,58.336,Bridge,Bridge end,24.0486663,90.8644167,N2
LRP059,58.426,Km Post,Sylhet 172 km,24.0491941,90.8650833,N2
LRP059a,58.506,Culvert,Box culvert,24.0496663,90.8656389,N2
LRP059b,58.926,"Side Road, Right",Road to Rajpur (Z2041),24.0514167,90.8693327,N2
LRP060,59.333,Km Post,Sylhet 171 km,24.0515,90.8731104,N2
LRP060a,59.442,Bridge,Bridge start,24.0514722,90.874166,N2
LRP060b,59.483,Bridge,Bridge end,24.0514722,90.8745549,N2
LRP060c,59.921,Culvert,Box culvert,24.0515,90.8788604,N2
LRP061,60.333,Km Post,Sylhet 170 km,24.0515833,90.8829438,N2
LRP061a,60.663,Culvert,Box culvert,24.0518889,90.8861386,N2
LRP062,61.338,Km Post,Sylhet 169 km,24.0525,90.8927497,N2
LRP062a,61.967,Bridge,Bridge start,24.0529167,90.8988608,N2
LRP062b,61.982,Bridge,Bridge end,24.0529444,90.8989719,N2
LRP063,62.338,Km Post,Sylhet 168 km,24.0532222,90.9025,N2
LRP063a,62.445,Bridge,Bridge start,24.0533056,90.9035556,N2
LRP063b,62.458,Bridge,Bridge end,24.0533056,90.9036667,N2
LRP064,63.348,Km Post,Sylhet 167 km,24.054,90.9124167,N2
LRP064a,63.767,Culvert,Box culvert,24.0543056,90.9164722,N2
LRP064b,63.969,"Side Road, Left",Z2032 to Belabo,24.0545,90.9184716,N2
LRP064c,64.264,Bridge,Bridge start,24.0547222,90.9213049,N2
LRP064d,64.278,Bridge,Bridge end,24.0547222,90.9214438,N2
LRP065,64.343,Km Post,Sylhet 166 km,24.0547778,90.9220827,N2
LRP066,65.343,Km Post,Km post broken,24.0555556,90.9319993,N2
LRP066a,66.121,Culvert,Box culvert,24.0560278,90.9396108,N2
LRP067,66.333,Km Post,Sylhet 164 km,24.0561667,90.9416941,N2
LRP067a,66.768,Bridge,Bridge start,24.0565833,90.9459163,N2
LRP067b,66.784,Bridge,Bridge end,24.0565833,90.9460552,N2
LRP067c,67.073,Culvert,Box culvert,24.05675,90.9488886,N2
LRP068,67.333,Km Post,Sylhet 163 km,24.0569167,90.9513889,N2
LRP068a,67.543,Culvert,Box culvert,24.0569167,90.9534167,N2
LRP068b,67.803,Culvert,Box culvert,24.057,90.9559722,N2
LRP069,68.098,Km Post,Sylhet 162 km,24.0575556,90.9587778,N2
LRP069a,68.356,Bridge,Bridge start,24.0576111,90.9612222,N2
LRP069b,68.786,Bridge,Bridge end/ Start of Kishoreganj road Division,24.0570556,90.9654167,N2
LRP069b,68.786,Bridge,Bridge end/ Start of Kishoreganj road Division,24.0570556,90.9654167,N2
LRP070,69.098,Km Post,Km post missing,24.0570833,90.9685271,N2
LRP070a,69.215,Bridge,Bridge start,24.0570278,90.9696382,N2
LRP070b,69.243,Bridge,Bridge end,24.057,90.969916,N2
LRP070c,69.706,Culvert,Box culvert,24.0563056,90.9743604,N2
LRP070d,69.797,Culvert,Box culvert,24.0561944,90.9752216,N2
LRP071,70.098,Km Post,Km post missing,24.0558611,90.9783327,N2
LRP071a,70.576,"Side Road, Left",Road to Kishoreganj(R360),24.0553889,90.9828604,N2
LRP071b,71.08,Others,Start of Narsingdi road Division,24.054,90.9876386,N2
LRP071b,71.08,Others,Start of Narsingdi road Division,24.054,90.9876386,N2
LRP072,71.098,Km Post,Km post missing,24.0539722,90.9877219,N2
LRP072a,71.638,Culvert,Box Culvert,24.0508333,90.9901108,N2
LRP072b,71.821,Bridge,Bhairab Bridge,24.048833,90.9916941,N2
LRP073,72.098,Km Post,Km post missing,24.047083,90.9934997,N2
LRP073a,73.032,Bridge,Bridge end,24.0409997,90.9998052,N2
LRP074,73.098,Km Post,Km post missing,24.0405552,91.0002778,N2
LRP074a,73.373,Culvert,Over pass,24.0390274,91.0023611,N2
LRP074b,73.533,"Side Road, Right",Road to Nabinagar (Z2031),24.0387219,91.0037778,N2
LRP074c,73.566,Others,Start of Brahamanbaria road Division,24.0385274,91.00425,N2
LRP074c,73.566,Others,Start of Brahamanbaria road Division,24.0385274,91.00425,N2
LRP074d,73.867,Culvert,Box Culvert,24.0376386,91.0067778,N2
LRP074e,73.932,Culvert,Box Culvert,24.0373052,91.0073056,N2
LRP075,74.098,Km Post,Km post missing,24.0368608,91.0090278,N2
LRP075a,74.547,Culvert,Box culvert,24.0360274,91.01325,N2
LRP075b,74.818,Culvert,Box culvert,24.0364441,91.0158611,N2
LRP075c,75.079,Culvert,Box culvert,24.0368886,91.0183604,N2
LRP076,75.098,Km Post,Km post missing,24.0368886,91.0185271,N2
LRP076a,75.68,Bridge,Bridge start,24.0379441,91.0241382,N2
LRP076b,75.766,Bridge,Bridge end,24.0381108,91.0248604,N2
LRP077,76.098,Km Post,Km post missing,24.0386941,91.0280827,N2
LRP077a,76.114,Culvert,Box culvert,24.0386941,91.0281938,N2
LRP078,77.098,Km Post,Sylhet 154 km,24.0390274,91.0299716,N2
LRP078a,77.673,Culvert,Box culvert,24.0401663,91.0354997,N2
LRP078b,77.99,Culvert,Box culvert,24.0407219,91.0384719,N2
LRP079,78.098,Km Post,Sylhet 153 km,24.0408886,91.0395552,N2
LRP079a,79.038,Culvert,Box culvert,24.0426108,91.048583,N2
LRP080,79.098,Km Post,Sylhet 152 km,24.0426941,91.0491941,N2
LRP080a,80.024,Culvert,Box culvert,24.0437219,91.0581944,N2
LRP081,80.098,Km Post,Km post missing,24.0437774,91.059,N2
LRP081a,80.616,Culvert,Box culvert,24.0443886,91.0640556,N2
LRP081b,80.996,Culvert,Box culvert,24.044833,91.0677771,N2
LRP082,81.098,Km Post,Sylhet 150 km,24.0449441,91.0687493,N2
LRP082a,81.69,Culvert,Box culvert,24.0456941,91.074416,N2
LRP082b,82.108,Culvert,Box culvert,24.0461941,91.0784438,N2
LRP083,82.118,Km Post,Sylhet 149 km,24.0461941,91.0786382,N2
LRP084,83.103,Km Post,Sylhet 178 km,24.0473608,91.0882219,N2
LRP084a,83.681,Culvert,Box culvert,24.0480274,91.0937497,N2
LRP085,84.103,Km Post,Sylhet 147 km,24.4318604,91.0979719,N2
LRP085a,84.148,Culvert,Box culvert,24.048583,91.0984163,N2
LRP085b,85.098,Culvert,Box culvert,24.0496941,91.1076389,N2
LRP086,85.113,Km Post,Sylhet 146 km,24.0497219,91.10775,N2
LRP086a,85.823,"Side Road, Right",Road to Mainamoti(N102),24.0508333,91.1144444,N2
LRP087,86.113,Km Post,Km post missing,24.0533056,91.1146111,N2
LRP087a,86.413,"Side Road, Left",Road to Nasimagar(R220),24.0576944,91.1151389,N2
LRP087b,86.81,Bridge,Bridge start,24.0584167,91.1186938,N2
LRP087c,86.835,Bridge,Bridge end,24.0583889,91.118916,N2
LRP088,86.896,Km Post,Sylhet 144 km,24.0583333,91.1195271,N2
LRP088a,87.82,Culvert,Box culvert,24.0571667,91.1285271,N2
LRP089,87.896,Km Post,Sylhet 143 km,24.0570556,91.1292216,N2
LRP089a,88.783,Bridge,Bridge start,24.0558889,91.1378608,N2
LRP089b,88.808,Bridge,Bridge end,24.0558611,91.138083,N2
LRP090,88.896,Km Post,Sylhet 142 km,24.0557778,91.1389719,N2
LRP090a,89.539,Bridge,Bridge start,24.0549722,91.1451941,N2
LRP090b,89.558,Bridge,Bridge end,24.0549444,91.1453886,N2
LRP091,89.896,Km Post,Sylhet 141 km,24.0543611,91.1486941,N2
LRP091a,90.068,Bridge,Bridge start,24.05425,91.1503889,N2
LRP091b,90.115,Bridge,Bridge end,24.0541944,91.1508333,N2
LRP092,90.896,Km Post,Sylhet 140 km,24.0533889,91.1584444,N2
LRP092a,90.989,Culvert,Box culvert,24.0532222,91.1593333,N2
LRP092b,91.67,Bridge,Bridge start,24.0524444,91.1659722,N2
LRP092c,91.727,Bridge,Bridge end,24.0523611,91.1665,N2
LRP093,91.896,Km Post,Sylhet 139 km,24.0521111,91.1681938,N2
LRP093a,92.186,Culvert,Box culvert,24.0514167,91.1708882,N2
LRP094,92.901,Km Post,Sylhet 138 km,24.0479163,91.1767493,N2
LRP094a,93.097,Bridge,Bridge start,24.0462497,91.1772216,N2
LRP094b,93.304,Bridge,Bridge end,24.0444163,91.1772493,N2
LRP094c,93.726,Bridge,Bridge start,24.0428052,91.1803327,N2
LRP094d,93.754,Bridge,Bridge end,24.0428052,91.1805827,N2
LRP095,93.901,Km Post,Km post missing,24.0427774,91.1820549,N2
LRP095a,94.703,Culvert,Box culvert,24.0428052,91.1899441,N2
LRP096,94.901,Km Post,Sylhet 136 km,24.042833,91.1919997,N2
LRP096a,95.697,Culvert,Box culvert,24.0430552,91.1997774,N2
LRP097,95.891,Km Post,Sylhet 135 km,24.0431108,91.2016944,N2
LRP097a,96.186,Culvert,Box culvert,24.0429997,91.2045,N2
LRP097b,96.599,Bridge,Bridge start,24.0409719,91.2079444,N2
LRP097c,96.666,Bridge,Bridge end,24.0406108,91.2084722,N2
LRP098,96.891,Km Post,Km post missing,24.0407497,91.2105,N2
LRP098a,97.263,Bridge,Bridge start,24.0419719,91.2138333,N2
LRP098b,97.3,Bridge,Bridge end,24.042083,91.2141667,N2
LRP099,97.891,Km Post,Km post missing,24.043833,91.2196938,N2
LRP099a,98.072,Bridge,Bridge start,24.0443608,91.2213882,N2
LRP099b,98.1,Bridge,Bridge end,24.0444163,91.2216382,N2
LRP100,98.896,Km Post,Sylhet 132 km,24.0460552,91.2292771,N2
LRP100a,99.585,Culvert,Box culvert,24.0472219,91.2358608,N2
LRP101,99.896,Km Post,Sylhet 131 km,24.0487497,91.2382497,N2
LRP101a,100.447,Bridge,Bridge start,24.0529167,91.2412497,N2
LRP101b,100.514,Bridge,Bridge end,24.0534444,91.2415274,N2
LRP102,100.896,Km Post,Sylhet 130 km,24.0566111,91.2431941,N2
LRP102a,101.395,Culvert,Box culvert,24.0599722,91.2464163,N2
LRP102b,101.791,Culvert,Box culvert,24.0624722,91.2491663,N2
LRP103,101.896,Km Post,Sylhet 129 km,24.0631667,91.2499163,N2
LRP103a,102.727,Culvert,Box culvert,24.0683604,91.2558056,N2
LRP104,102.896,Km Post,Sylhet 128 km,24.0694438,91.257,N2
LRP104a,103.228,Culvert,Box culvert,24.0715271,91.2593056,N2
LRP104b,103.757,Culvert,Box culvert,24.074916,91.2629444,N2
LRP105,103.901,Km Post,Sylhet 127 km,24.0758604,91.2639444,N2
LRP105a,104.6,Culvert,Box culvert,24.0803049,91.2687771,N2
LRP106,104.901,Km Post,Km post missing,24.0820827,91.2709438,N2
LRP106a,105.851,Culvert,Box culvert,24.0823604,91.2796938,N2
LRP107,105.901,Km Post,Sylhet 125 km,24.082666,91.2801104,N2
LRP107a,106.356,Culvert,Box culvert,24.0850552,91.2836941,N2
LRP107b,106.775,Culvert,Box culvert,24.0869997,91.2870274,N2
LRP108,106.906,Km Post,Information missing,24.0881108,91.2874997,N2
LRP108a,107.607,Bridge,Bridge start/ Start of Habiganj road Division,24.094083,91.2896386,N2
LRP108a,107.607,Bridge,Bridge start/ Start of Habiganj road Division,24.094083,91.2896386,N2
LRP108b,107.672,Bridge,Bridge end,24.0946386,91.289833,N2
LRP109,107.906,Km Post,Km post missing,24.0967774,91.2906386,N2
LRP109a,108.344,Culvert,Box culvert,24.0995274,91.2936386,N2
LRP110,108.906,Km Post,Sylhet 122 km,24.1032778,91.2972219,N2
LRP110a,109.403,Bridge,Bridge start,24.1069722,91.2999441,N2
LRP110b,109.425,Bridge,Bridge end,24.1071111,91.3000278,N2
LRP111,109.906,Km Post,Sylhet 121 km,24.1105556,91.3030833,N2
LRP111a,110.163,Bridge,Bridge start,24.1121667,91.3048611,N2
LRP111b,110.201,Bridge,Bridge end,24.1123889,91.3050556,N2
LRP112,110.911,Km Post,Sylhet 120 km,24.1169993,91.3099722,N2
LRP112a,111.406,Culvert,Box culvert,24.1202771,91.3131667,N2
LRP113,111.911,Km Post,Sylhet 119 km,24.1238882,91.3163611,N2
LRP113a,112.332,Bridge,Bridge start,24.1268049,91.3189438,N2
LRP113b,112.366,Bridge,Bridge end,27.1269438,91.3191104,N2
LRP114,112.916,Km Post,Sylhet 118 km,24.1313604,91.3215827,N2
